ABN	Latitude	Longitude	Aged_Care_Activities	Aged_Persons	Aboriginal_or_TSI	People_at_risk_of_homelessness	Charity_Name
37905538438	-34.43382280399959	150.89097769200055					The Trustee For Top Blokes Foundation
37905613207	-33.83668322999961	151.21858305300054					Neutral Bay Public School Parents & Citizens Association
37917278184	-34.39284285599962	150.90150763200063					Christian Reformed Church Of Australia Wollongong Area
37924426553	-33.839158905999625	150.6261018730006					John Richard Kuhlmann Foundation Incorporated
37932355724	-33.72919925699961	150.32399966700063					Katoomba Primary School Parents And Citizens Association
37943759250	-33.8657998259996	151.21010919800062		Y			Tagalog Association Of Australia Incorporated
37948619941	-35.355641685999615	149.23604483000054				Y	Home In Queanbeyan Incorporated
37964520641	-33.835854153999605	151.19923394200055					The Church Of United Spiritualism Of Australia Neutral Bay Branch
37979334817	-32.98484435399962	151.6803874590006		Y	Y	Y	Anglican Church Windale
37984604585	-34.00233208099962	151.0690327370006					Como Public School P & C Association
37984869072	-33.78422959599959	150.71070453500056					Imaginenations Church Incorporated
37987942180	-33.87482651799962	151.2143219150006					Moving Forward Together Association Inc.
37996967437	-33.75486648799961	151.23251183200057					St Albans Frenchs Forest
38000827798	-33.84108430799961	151.03559703200062	Y	Y		Y	Mission Without Borders (Australia) Limited
38001092593	-33.74463274299961	151.27334188300063					The Spiritual Assembly Of The Baha'Is Of Warringah Limited
38001164683	-33.786524062999604	151.0310351340006					Metropolitan Baptist Holdings Limited
38001830002	-33.818719347999604	151.2348955390006					The Northern Nursery School Ltd
38002322983	-33.9255364589996	150.9989678670006					Australian Civil Air Patrol
38002704056	-33.88471236999959	151.21170437700061		Y	Y	Y	Women's Housing Company Ltd
38003164136	-33.67834944999959	150.87326975600058					Norwest Christian College Limited
38003354934	-33.81553745999963	151.19046881700058			Y	Y	Variety The Children's Charity (NSW)
38003616564	-32.92467643499958	151.75705600200058		Y	Y	Y	Newcastle Christian Broadcasters Limited
38003805230	-32.76840182199959	151.59805291200064			Y		Hunter Valley Grammar School
38008622311	-33.87325127199961	151.21554832700065		Y			Foresight (Australian Overseas Aid & Prevention Of Blindness) Limited
38020836883	-34.456204964999586	150.84771082000054					Nan Tien Chinese School Of Wollongong
38031375761	-33.89031730599959	151.12850813400064					Settlement Services International Incorporated
38042014328	-33.8936414139996	151.1857098980006					Newtown Synagogue Incorporated
38050327207	-33.880825270999594	151.02652415400064			Y		Christian Community School Limited
38053949057	-33.776551137999604	150.93648391900058					St Peter's Anglican Church Seven Hills
38059618825	-36.91588462799962	174.87803077200067		Y			Siddhartha's Intent Australia Incorporated
38060125340	-35.30187675299959	148.21995294100054	Y	Y	Y		Valmar Support Services Limited
38060284175	-33.87674584299958	151.20830471900058		Y			Challenge Sydenham-Bankstown Limited
38064987872	-33.72011503099958	150.60631811000064		Y			Warrimoo Baptist Church
38070685763	-33.59892599599959	151.3243786980006					Palm Beach Surf Life Saving Club Inc
38072729474	-33.889062370999625	151.2696310410006	Y			Y	Friends Of Refugees Of Eastern Europe
38096625231	-33.90837025999963	151.2002067040006			Y		Australian Bone Marrow Donor Registry
38096746806	-33.89996285999962	151.17661297700056		Y			The Baird Institute Limited
38097528008	-33.89846268999963	150.8673180030006					Green Valley Islamic College Ltd
38098668687	-33.77064891699962	150.8921379790006					Blacktown West Public School P & C Assn
38102285094	-33.771353939999585	151.07933220200061					Baptist Insurance Management Limited
38103181700	-33.80756235899963	151.00484339100058		Y	Y	Y	Ecclesia Housing Limited
38104639980	-30.146885091999593	153.19473764000054			Y		Solitary Islands Underwater Research Group Inc
38105461925	-35.39770088999961	150.44490322300055	Y	Y	Y		The Dunn & Lewis Youth Development Foundation Limited
38112086030	-33.878049618999626	151.10408954500065					Guardian Youth Care Limited
38121134269	-28.87680814799961	153.07513168600065					Catholic Parish Of Our Lady Of Sorrows Kyogle
38129455394	-33.885959697999624	151.18029464100061			Y		Human Rights And Responsibilities Australia
38129529040	-32.05239599999959	150.8673713660006	Y	Y			Transcare Hunter Limited
38131628278	-33.856937717999585	151.27731834200063					NSW Co-Ordinating Committee Of Jewish Day Schools
38131853987	-30.252577824999605	153.04693114100064					Karangi Public School P&C Association
38135015137	-33.603554204999625	150.7367244360006					Han Min Zog Vision
38136883915	-33.8863021989996	151.20825753800057		Y	Y	Y	Acon Health Limited
38138934916	-33.86704255199959	151.1738129000006					Catholic Charismatic Renewal Australia
38142206042	-33.73278251299962	151.22622037000065			Y		Sydney Life Church
38142848663	-33.898133584999584	148.16146269400053					St Andrews Presbyterian Church Grenfell
38145412308	-28.864133641999615	153.56313026400062	Y	Y			St Andrew's Care Ltd
38149514170	-33.82536958999958	151.24956806000057					Docorama Ltd
38156540952	-33.89268761799963	151.19096814100055					The Trustee For Rachel Lipton Estate
38160284842	-33.87700295799959	151.20777430300063					Edith Boyd Memorial Trust Fund
38160889642	-33.869599972999595	151.20695930500062					Leslie & Heidi Basch Trust
38164539054	-33.79099752299959	151.0172628970006					Tara Anglican School For Girls Foundation Building Fund
38173610282	-30.111642588999587	153.1992933000006		Y			Uca - Woolgoolga
38178711699	-34.42616285599962	150.89086501200063	Y	Y	Y	Y	Mental Health Carers Arafmi Illawarra Incorporated
38182754863	-34.76141441599958	149.72990824400063					Goulburn East Parents And Citizens Association
38183744796	-33.869599972999595	151.20695930500062					The Trustee For Dr And Mrs J J Luddy Charitable Trust
38192843430	-33.672334586999625	150.86835288900056					Dch Animal Adoptions Inc
38193954712	-33.787933738999584	150.70277363400055					Penrith Central Congregation of Jehovah's Witnesses
38202112998	-33.88810052299959	151.20646807300056	Y	Y			Presbyterian Heritage Committee Of The Presbyterian Womens Association Of NSW 
38215136686	-33.68627941799963	151.26794956300057					Mona Vale Congregation of Jehovah's Witnesses
38223262768	-31.846291691999625	115.8346161440005					Uca - Bookshop Singleton
38226956612	-33.86255019699962	151.1778594180006					The Trustee For ISMS Education Fund
38234943395	-28.864141409999604	153.53912243300056		Y	Y		Ballina Christian Assembly
38238852709	-33.796042358999614	150.78961788700065		Y			St Clair Youth And Neighbourhood Team Inc
38240764110	-29.738235065999618	151.74179902200058		Y	Y	Y	The Roman Catholic Church For The Diocesan Of Armidale Clerical Salary And Retirement Fund
38256694897	-34.85622463699963	150.57716353100056					Berry RSL sub-Branch (RSL NSW)
38261868616	-33.89061170299959	151.17814011700057					Youthconnected Incorporated
38276496142	-33.68294667099963	151.11151165200056					Berowra Congregation of Jehovah's Witnesses
38294194339	-32.4017842329996	151.97255965900058		Y			Stroud Baptist Church
38303062386	-33.68554992899959	151.01151209000056					Hills Grammar School Parents Assoc Inc
38304475615	-29.45925035899961	149.83586830200056			Y		Country Autism Network Incorporated
38312084550	-33.73573787599963	150.48317963400063					The Religious Society Of Friends Blue Mountains Local Meeting
38332487596	-34.8733671749996	147.5858469050006		Y			Uca-Junee Uniting Church
38334679516	-29.438732503999574	153.35157811200054					Uca - Yamba Iluka Uniting Church
38338980190	-33.81027908599958	150.97127913000054		Y			Uca Wentworthville Congregation
38346130643	-28.43019749399963	153.47059069900058					Burringbar RSL sub-Branch (RSL NSW)
38351095359	-34.744752243999585	146.54550293600062					Australian Drink Driving Simulator Inc
38355939160	-34.3069885529996	150.93039517600062		Y			Uca - Austinmer Uniting Church Congregation
38365747563	-33.593385215999604	150.74348777400064					The Trustee For Richmond Scripture In Government Schools Foundation
38369755729	-33.95719280099962	151.03377764300058					AN KHONG ASSOCIATION INC.
38372277998	-33.869599972999595	151.20695930500062					The Trustee For Abraham Werner Estate
38372523451	-33.8657998259996	151.21010919800062					Church Property Trust - St George (Kogarah) Land Sale Ordinance 1993
38373553846	-31.10664293999963	151.7049099580006					Walcha Central School Parents & Citizens Association
38382109590	-34.540046770999595	150.38490318800064	Y				Rodmell Fund For Aged Care Nurse Education Inc
38385180829	-33.79275916399962	151.0830600670006		Y	Y	Y	The Potters House Christian Fellowship Eastwood
38387336623	-35.717197822999594	147.31871487000058					Holbrook Public School P&C Association Inc
38388497844	-35.226643559999616	146.71779031700055					Combined Lockhart Urana Christian Board Incorporated
38389451981	-33.63939915499958	150.96867945900055					Australian Zoroastrian Association Of NSW Incorporated
38393476568	-34.5121072329996	144.84170676200063		Y	Y		Nari Nari Tribal Council
38400686411	-30.3325015249996	153.06529947700062	Y	Y			Coffs City Choir Incorporated
38404728791	-33.869599972999595	151.20695930500062					The Trustee For The George & Thelma Loader Memorial Charitable Trust
38408280965	-33.750244873999634	150.7343458760006		Y			Police Post Trauma Support Group
38412254091	-33.869599972999595	151.20695930500062					The Trustee For The Margaret Conway Trust
38420712435	-33.807433757999604	151.23003406100054					Northbridge School Association
38422088263	-33.8657998259996	151.21010919800062					South Coogee Parish - Acpt (1395)
38429230773	-33.9400871939996	151.10013389600056					Jobsupport
38430772770	-34.0356565069996	151.12135206800065					Uca - Caringbah Uniting Church Preschool
38434809902	-32.76184789399963	151.7415552390006		Y	Y	Y	Port Stephens Community Home Maintenance Serv Inc
38436195957	-34.079915211999605	151.0173192810006	Y	Y			Our Lady Of The Way Retirement Court
38439337429	-31.446099164999623	152.89599918100055					The Port Macquarie-Hastings Suicide Prevention Network Inc
38450474481	-33.8178266579996	151.16226672500056					Lane Cove Occasional Child Care Inc
38458837634	-33.8426996219996	150.8509999850006					Italian Catholic Federation Inc National Executive
38460448335	-30.301472915999625	153.11690290100057		Y	Y	Y	Bridging The Gap Community Services Inc
38465268942	-34.027882106999584	150.70795464400055					Mater Dei School Parents And Friends
38468689513	-30.455301579999627	152.89854193800056					Catholic Parish Of St Mary Immaculate Mother Of God Bellingen
38469374924	-33.73261402899959	151.04396162200055		Y			Victory Community Christian Church Inc
38471750843	-33.893333825999605	151.20530738700063					Oz Showbiz Cares Equity Fights Aids Inc
38472445936	-35.12597542199961	147.33105256400063					Lutheran Primary School Wagga Wagga Building Fund
38499659938	-33.69442468999961	151.10130662700055					Asquith Boys High School P&C Association
38510532525	-33.8657998259996	151.21010919800062					Cremorne Parish - Acpt (1079)
38515985779	-33.93741663499958	151.07298521200062					Asia Impact Missions Incorporated
38520095897	-33.93741663499958	151.07298521200062	Y				Warragamba Senior Citizens Assn Inc
38529817275	-33.88030773099962	151.22229590600057		Y	Y	Y	Australian Tinnitus Association (NSW) Ltd 
38574464524	-32.8871986729996	151.71380602000056		Y	Y	Y	Samaritans Foundation Diocese Of Newcastle
38580081528	-28.642899166999598	152.93259915100055			Y		Gugin Gudduba Local Aboriginal Land Council
38597885140	-33.82488741399959	151.13561503400058					Rwandan Orphans Assistance Response (Roar) Inc
38598711205	-32.933493356999634	151.77345769500062					Hunter Youth Mentor Collaborative
38604914459	-33.869599972999595	151.20695930500062					The Trustee For The Murray Scholarships Trust
38606729194	-28.255981912999573	153.56536612300056					Tweed Coast Christian Education Association Incorporated
38613794225	-33.8894227229996	151.25591369800054				Y	Food Water Shelter Incorporated
38618316860	-33.869599972999595	151.20695930500062					The Trustee For The Doris Cox Trust
38630812881	-34.06907866499961	150.81788568200056					Catholic Parish Of St John The Evangelist Campbelltown
38637516047	-33.82965413599959	151.1308945240006					Society For Preservation Of The Artefacts Of Surgery And Medicine
38646890749	-34.01255674699962	150.89787073600064					Long Point Camp Ltd
38653586134	-33.890997236999624	151.25853149400064					Jjunction Incorporated
38653930983	-35.706553361999624	150.17802661200062			Y		Batemans Bay Local Aboriginal Land Council
38669786587	-33.8657998259996	151.21010919800062				Y	Theosophical Order Of Service- Sydney
38671728659	-33.8657998259996	151.21010919800062					ACPT - Berala Trust
38673972176	-29.03089646899963	152.02334813600055		Y	Y		Anglican Parish Of Tenterfield
38675783671	-33.96584483599963	151.1334157510006					Sutherland Division Of General Practice Incorporated
38682725010	-34.64529109399962	148.00212069700058					Storm Harvest Incorporated
38686119087	-33.726858299999606	150.37516197800062					Blue Mountains Conservation Societyincorporated
38700931023	-33.75143613299963	150.73324405400058					Cambridge Park High School P & C Association
38716084913	-30.300012977999586	153.12038376200064					Community Care Options Incorporated
38735407819	-33.869599972999595	151.20695930500062					Ramaciotti Australia Foundation
38739295436	-33.869599972999595	151.20695930500062					The Trustee For Silas Clark Charitable Trust
38745616601	-33.428709553999624	151.34149999900058		Y			Better Hearing Australia Central Coast Incorporated
38750450335	-33.898133584999584	148.16146269400053					Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For St Joseph's Primary Grenfell
38756569863	-33.77625884599962	151.2170608410006					French Speaking Association Of The North Shore Incorporated
38756880952	-33.097204019999594	151.63439318800056			Y		Bikers Against Child Abuse Newcastle Chapter
38766046291	-26.038317757999607	28.33713304400044				Y	Australian Stockbrokers Foundation Fund
38776148686	-33.8657998259996	151.21010919800062					Sydney Church Of England Finance And Loans Board
38787992895	-34.08356887499963	150.81439848700063					Sherwood Hills Baptist Church
38791926207	-33.90758857099962	150.8786923940006		Y			Wesleyan Methodist Church NSW Tonganzone
38803515848	-32.75446901199962	151.7592053680006					Raymond Terrace Community Church Incorporated
38815020559	-33.705727964999596	150.98502105600062					Global Wave Ministries Incorporated
38820819452	-33.79884471199961	151.17541075000054					Chatswood High School P&C Association Inc
38835850066	-33.8052323649996	151.08558132800056					Sydney Holy City Movement Incorporated
38838687145	-33.60950330399959	150.81178968500058				Y	St Matthews Anglican Church Of Australia Windsor
38847256998	-33.98510355899958	151.1059408920006					Friends Of Stewart House 
38850065992	-31.632796953999616	152.7685690050006			Y		Anglican Parish Of The Camden Haven
38850265350	-33.900540803999604	151.25572750600054				Y	The Trustee For The Franciscan Roche Foundation
38853161505	-33.766749947999585	150.91763949400058					New Horizon Christian Centre
38860760595	-33.891767105999634	151.09292626500064		Y		Y	Tamil Senior Citizens Housing Co-Operative Limited
38870743214	-33.84723698399961	151.21577505600055					Parents & Friends Association Loreto Convent Kirribilli Branch
38883090238	-34.41597106499961	150.88523294700065					Illawarra Tafe Student Association Inc
38891442116	-32.927242665999586	151.71349363500065				Y	New Lambton Anglican Parish
38895292262	-33.45056247999963	151.32330483800058			Y		Talinga Community Service
38909279395	-33.89861078799959	151.1780154030006					The Social Outfit Incorporated
38914321241	-34.064419552999595	150.6931199010006		Y			Camden Anglican Parish Council
38919253061	-33.80761671799962	151.16578641500064	Y	Y			Mcintyre Centre For Senior Citizens Incorporated
38919784345	-31.08616993299961	150.92873785900053			Y		Tamworth Local Aboriginal Land Council
38920235731	-32.720267157999615	151.52981566600056				Y	Anglican Parish Of Telarah Rutherford
38945707542	-33.8310131919996	151.20452370100054					NSW Parents Council Inc
38951015358	-33.8321466099996	151.05695406500058		Y	Y		Continence Foundation Of Australia In NSW Inc
38952769764	-33.89200694099958	151.16275352500054		Y			Corporation Of The Sisters Of Mercy Of The Diocese Of Townsville
38966330920	-34.47958265599959	150.90119404800055					The Mission To Seafarers Port Kembla Incorporated
38969211280	-32.56864199699959	151.1761182090006					King St P&C Association
38987283875	-30.10096591399963	153.19107035200057					Woolgoolga High School P&C Association
38993611040	-34.0009932039996	151.0727267910006					The Point Pre School Inc
38994618026	-33.79480735199962	151.18256926300057					The Trustee For St Pius X College Scholarship Fund
38995081800	-33.809676500999615	150.97008355500054					Presbyterian Church Of Australia In NSW Parish Of Parramatta
38996504386	-33.869599972999595	151.20695930500062					The Trustee For The Leo Halpin Trust
39001425065	-33.881481889999634	151.20334070400054					Insearch Ltd
39001577804	-33.415584826999634	151.34747082300055					The Reformed Church Of Gosford Property Holding Association Limited
39001686344	-33.95224681099961	151.04595584700064					Southside Montessori Society
39002510465	-32.89042504899959	151.7393058400006			Y		Hunter Christian School Limited
39002653036	-33.7821599549996	151.13066760500055					Sydney College Of Divinity Ltd
39002690744	-33.76634497499958	151.25850211400063					Tien Tak Religious (Australia) Incorporated Association
39003535126	-33.79099752299959	151.0172628970006					Tara Anglican School For Girls Foundation Limited
39003838962	-33.12130967299959	148.15299770200056			Y		Parkes Christian School Limited 
39006152074	-33.922572668999635	151.05140788800054				Y	Bankstown Filcos Association Incorporated
39013743388	-33.82965413599959	151.1308945240006					The World League For Protection Of Animals Inc
39023586389	-33.78802782599962	150.9906379840006		Y			Down Syndrome Association Of NSW Inc
39023711913	-33.77201844299958	151.0511910300006					The Church Of Jesus Christ Of Latter-Day Saints (Australia)
39025081736	-31.474649721999583	152.73565915100062					Wauchope Rsl Sub-Branch
39050685971	-33.896391411999616	151.25011973400058	Y	Y			Trustees Of Mary Aikenhead Ministries
39056645930	-32.05994940299962	141.63228988500055			Y	Y	Maari Ma Health Aboriginal Corporation
39060162674	-31.452442595999628	152.88436571000057			Y	Y	Willing & Able Foundation Ltd
39065657455	-33.8657998259996	151.21010919800062					Strathfield - At Andrew's Parish - Acp T (1405)
39071248377	-33.9627935029996	151.00004099100056		Y			Georges River Congregational Church
39071687824	-33.87598190999961	151.10233146600058					Family Federation For World Peace And Unification Australia
39071968084	-33.73171957099959	151.12913499200056	Y	Y			Ku-Ring-Gai Meals On Wheels Service
39079613205	-31.971607870999605	152.58750375900058			Y		Old Bar Public School P&C Assn
39085686110	-33.891482302999634	150.94244381000055					The Polish Christian Church Incorporated
39089601185	-33.869599972999595	151.20695930500062					The Trustee For Donald Allan Wright Ballet Trust
39091598931	-33.87861397399962	151.02906729000063					Catholic Parish Of St Joseph The Worker Auburn South
39093448410	-33.890142716999605	151.24475267800062		Y		Y	Sisters Of Charity Community Care Limited
39094186401	-33.869599972999595	151.20695930500062					The Trustee For Frederick Inman Estate
39094873211	-33.82778261499959	151.19393054500063					Sydney Neuro Oncology Group Limited
39095231646	-33.893099813999584	151.20799986800057					Live 'N' Learn Foundation
39095833935	-34.05254386399963	150.7163366920006					African Aids Foundation
39098557797	-29.117765383999597	153.43123559500054	Y	Y	Y	Y	Mid Richmond Neighbourhood Centre Inc
39099699309	-33.86749968799961	151.2069997930006			Y		Rona Tranby And Award Collection
39101095478	-32.9010239419996	151.68789668200054	Y	Y	Y		Connected Communities Inc
39106279225	-33.82184990899958	151.20090642100058					World Education Australia Limited
39106680062	-33.10377236299962	151.4874854490006			Y		Morisset & District Childrens Centre Co-Operative Ltd
39106904545	-33.26655533799959	149.11890778700058			Y		Birrang Enterprise Development Co Ltd
39107428615	-33.787512780999634	151.20180040500054			Y		Transplant Australia Limited
39108386726	-34.06469251699963	151.01357586100062		Y		Y	Engadine Community Services Inc
39116789498	-35.51907940999962	147.0348561670006		Y			Riverina Christian Fellowship Limited
39125802542	-33.883529460999625	151.2143499940006		Y		Y	Chinese Presbyterian Church
39127705793	-28.5697270109996	153.5351625460006					Aussie Deaf Kids Ltd.
39128182900	-32.95855727699961	151.67697880900062					Glendon Parents & Citizens Association
39128257646	-33.89769926699961	151.17799941400062		Y			Catholic Indonesian Community (Cic) Sydney
39136853895	-33.88257724199963	151.11736481600065		Y	Y		Family Resource & Network Support Inc
39137603993	-33.879467706999606	151.19840352500057					Australian Alliance To Save Energy Limited
39140231180	-33.108818911999606	151.48499398200056					Catholic Parish Of St John Vianney Morisset
39140479013	-33.9214370509996	151.0376215930006					Headway Adult Development Program Inc
39141094067	-33.8657998259996	151.21010919800062					Northmead And Winston Hills Parish - Acpt (1305)
39144642008	-33.86257623099959	151.21077681700058			Y		Joiningthedots International
39145097546	-33.86026528099961	151.07714053500058	Y	Y			The Trustees Of The Sisters Pious Disciples Of The Divine Master
39149339284	-33.82251712699963	151.21997336300058			Y		Nangala Project Limited
39149952659	-32.739794495999604	151.8752920880006		Y	Y	Y	Medowie Assembly Of God Incorporated
39150530260	-33.82161487099961	151.00993747900054	Y				BURMESE COMMUNITY DEVELOPMENT COLLARORATION
39151240630	-28.8092636709996	153.27658421400065			Y		Ace Community Colleges Ltd.
39153927691	-32.07134720099958	152.54478368300056					Black Head Surf Life Saving Club Incorporated
39156142339	-35.787049733999595	144.97051931200053		Y			Mathoura Retirement Village
39156520895	-33.77663272799958	151.04757022400054					Crossway Anglican Churches
39156794341	-32.6543613219996	151.96339844500062					Karuah RSL sub-Branch (RSL NSW)
39158912237	-33.9521826659996	151.03279596500056					E.R.F. Hospice Foundation Limited
39165167127	-33.7254313189996	150.79189246400063					Willmot Public School
39167160505	-33.82208254799963	151.19471628900055					Cancer Information & Support Society
39171366494	-33.68075458199962	150.86390275700057		Y			St Pauls Anglican Church Riverstone
39172053542	-33.89165798199963	151.18803929200055		Y	Y	Y	Certainty4Eternity Incorporated
39174978867	-35.7379300649996	150.20500813000058					Trustees Of The Roman Catholic For The Archdiocese Of Canberra And Goulburn As Trustee For St Bernard's Primary Batehaven Parents And Friends Association
39184186569	-33.77752183499962	151.17111844100054		Y		Y	Uca - Lindfield Tryon Road Church
39185729323	-33.863966052999615	151.20397118800054					The Trustee For Hoskins Memorial Church Trust No. 2
39197368580	-34.311025195999605	148.2925259710006		Y			Hilltops Suicide Prevention Network Inc.
39204924071	-33.72083934699958	151.0236014580006	Y	Y		Y	The Assisians Society 
39206792087	-33.90715197199961	151.2483348670006		Y	Y	Y	Nicnac Theatre Incorporated
39215600459	-33.930887135999626	150.91865521000057		Y	Y	Y	South West Womens Housing Incorporated
39220170517	-33.788513490999605	150.93241632300055					Grace New Life Church
39233413105	-28.57867034399959	153.27633237700059			Y		Tuntable Falls Early Childhood Centre Inc
39238185592	-29.02125932499962	153.42175956500057					The Trustee For Broadwater Koala Reserve Trust
39251638628	-33.140832177999584	148.17336099500062					Parkes Pastoral Agricultural & Horticultural Association Inc
39255175137	-33.864123164999626	151.20466103300055					The Trustee For Credit Union Relief Fund
39277299380	-34.042859616999635	151.12113990500063					Caringbah RSL sub-Branch (RSL NSW)
39287844527	-19.258540170999595	146.8044995740006					The Glenhaven Rotary Foundation
39288177923	-34.40583476699959	150.89067956200063			Y		W'Gong High School P & C Association
39306197523	-33.35936451999959	151.43115047400056		Y	Y	Y	Berkeley Vale Neighbourhood Centre Assoc Inc
39322895360	-33.820316935999585	151.1931091620006					Friends Of Lord Howe Island Incorporated
39326050887	-31.89978141499961	152.52649893500063	Y	Y	Y	Y	Universal Life Church Independent Word Of Faith Ministries Affiliated Brian Richards & Associates 
39336416210	-33.869599972999595	151.20695930500062					The Trustee For Major Bartlett University Scholarships
39347878519	-33.87990374099962	151.21952026800057					Catholic Parish Of Sacred Heart Darlinghurst
39350408414	46.73239913731146	-98.77301667867602					The Trustee For Guillermo Keys-Arenas Scholarship Trust
39351572233	-34.5530016929996	146.40472284200064		Y	Y		Trustees Of The Roman Catholic Church For The Diocese Of Wagga Wagga As Trustees For The Catholic Parish Of St Joseph's Leeton
39352823116	-33.745096822999585	150.90882618600062					Shree Swaminarayan Temple ( Sydney ) I
39358772857	-34.440022529999624	150.85314497400054					Figtree Anglican Cultural Trust For The Promotion Of Music
39368298231	-28.9930128299996	153.27932420100058					Catholic Parish Of St Josephs Coraki
39374671624	-33.7618522719996	151.05235523500062		Y			Beecroft Gospel Trust
39377147858	-33.8657998259996	151.21010919800062			Y	Y	The Blue Rock Foundation
39382235058	-34.28975805899961	150.93807633800054			Y		Industrial Health & Safety Research & Education Charitable Trust
39393896380	-33.75473817699958	151.29639119300055		Y	Y		Dee Why Surf Lifesaving Club Incorporated
39395044134	-34.03105228099963	151.06129387300064					Sutherland Shire Community Care Network Inc
39396594797	-33.8657998259996	151.21010919800062					Church Property Trust - Grant Estates Sisters Endowment
39403127609	-33.77877260699961	151.08296353300057					Doo Rae Community Movement Australia Incorporated
39409525913	-30.71948253299962	152.91455800100061					Nambucca Heads Congregation of Jehovah's Witnesses
39417383723	-28.181461088999583	153.5236486830006		Y			Australasian Order Of Old Bastards Twin Towns Branch
39419756305	-35.0977960499996	150.6918873480006					Hyams Beach Villagers Association 
39430616298	-34.87747195399959	150.58828952200054		Y	Y	Y	Nowra Family Support Service Incorporated
39439023267	-33.72994974199963	150.29660029300055		Y	Y	Y	Australian Buddhist Vihara
39441355937	-33.7389024939996	150.94766021400062					The Trustee For One By One Foundation
39447490462	-33.75809829999963	151.1554076380006					Uca-Ravenswood Old Girls Union
39453715689	-32.33023612599959	150.55873905300064					Sandy Hollow P&C Assoc
39468761041	-32.046618191999585	150.86888701400062		Y			Australian Decorative And Fine Arts Society Scone Incorporated 
39471728998	-33.79871725699962	151.17870912500064		Y		Y	Norwest Lincs Incorporated
39471983852	-33.76644922599962	150.62451985500059		Y		Y	Uca St Andrews Glenbrook
39474841165	-32.7314170719996	152.1104049980006			Y		Tomaree Accommodation Service Inc
39490581684	-31.8664342339996	148.64057910300062					Eumungerie-Coboco RSL sub-Branch (RSL NSW)
39491715571	-33.7315596189996	151.01271431000055		Y			Catholic Parish Of St Bernadette Castle Hill
39500128673	-33.79390683099962	151.03842864100056		Y			Yeil Church Incorporated
39503383842	-33.89419243399959	151.25276407000058					The Hope Project Bondi Junction Inc
39506237634	-33.88937832099958	150.9759743890006					Catholic Parish Of Sacred Heart Villawood
39507847482	-34.745012464999604	150.82621394100056					Gerringong And District Historical Society Inc
39518989572	-33.95502113499958	150.9965664520006		Y			East Hills Baptist Church
39525824368	-33.428732733999595	151.3414950630006					The Trustee For Gosford City Council Protection Of The Environment Trust
39529193461	-34.03697499799961	151.08461719300055					The Trustee For Gymea Parish School Building & Catholic Charities Trust
39534331610	-33.86790327199958	151.20590553300065			Y		The One Foundation Australia Aid Fund
39537012580	-34.42259963699962	150.87999947500055					The Friends Of The Wollongong City Library Incorporated
39539600136	-33.808482124999614	151.00403274900054			Y	Y	The Trustee For Bishop Manning Scholarship Fund
39545573281	-36.67351751999962	149.84460248000062					Clean Energy For Eternity Incorporated
39556125351	-30.642259157999604	153.01019979100056	Y	Y			Nambucca Baptist Church
39590141981	-37.203729631999636	149.7517197250006					Eden and District RSL sub-Branch (RSL NSW)
39599424501	-33.376502138999626	147.99954369500063		Y	Y	Y	Forbes Aged Peoples Welfare Committee Inc
39599761374	-33.834205493999605	151.13941607800064					The Trustees Of The Marist Missions Of The Pacific
39600823429	-33.869599972999595	151.20695930500062					The Trustee For Tweddle Charitable Trust
39605468121	-33.869599972999595	151.20695930500062					Myee Codrington Medical Foundation
39606237043	-33.591865007999616	150.91240046600058					Maraylya Parents And Citizens Association
39610588956	-35.15236442899959	147.35525667800061			Y		Oasis Family Church
39612512313	-33.63385927499962	151.23914933300057		Y			Warringah Concert Brass Incorporated
39613841997	-33.68672418099959	151.25766538600055					The Local Spiritual Assembly Of The Baha'Is Of Camden
39631130762	-33.97044486499959	151.13557606100062		Y			Al-Jaafaria Society Incorporated
39644633900	-33.8768625819996	151.10648351800057					Etham Presbyterian Church Inc
39656400322	-33.869599972999595	151.20695930500062					The Trustee For Alexander Murdoch Trust
39677892499	-33.68378729099959	151.0470650820006					Kangaroo Protection Co Operative Ltd
39679805239	-33.958659962999604	151.11767966100058					Fellowship Of Congregational Churches Social Services Committee
39681176191	-30.277467865999597	153.10168359300064				Y	Empower 4Life Incorporated
39684941692	-33.69382377199963	150.94065944000056		Y			Hills Gospel Trust
39692381693	-28.816582224999593	153.3281798430006			Y		Southern Cross Lads Incorporated
39694104989	-33.8845541539996	151.21586868100064	Y	Y		Y	Home Modifications Australia Limited
39697896189	-33.89718676999962	151.14144181700055					The Living Room Theatre Incorporated
39704178641	-33.89718676999962	151.14144181700055					The Trustee For The Emanuel School Foundation Trust
39717151844	-33.80051642699959	150.67998554100063					The Penrith Combined Prostestant Churches Education Board Inc
39717922359	-33.869599972999595	151.20695930500062					The Trustee For Walter E Pitty Estate
39733011347	-33.8209181509996	151.00671290200057					Buddhas Light International Association Of Australia Incorporated
39736696723	-36.88728394599963	149.91558154600057	Y	Y	Y	Y	Connections Plus Australia Incorporated
39753658193	-33.3454417519996	149.1609699880006		Y			Orange Mens Shed Incorporated
39756463434	-35.464077722999605	146.8002319270006					Pleasant Hills Parents And Citizens Association
39758050569	-28.682134565999604	153.31973454200056					Dunoon Pre-School Inc
